Date,Open,High,Low,Close,Adj Close
04/5/2012,1291.7,1294.2,1285.5,1290.1,1290.1
04/4/2012,1313.0,1313.2,1289.0,1291.8,1291.8
04/3/2012,1325.7,1325.9,1308.5,1316.9,1316.9
04/2/2012,1313.8,1327.0,1309.2,1324.3,1324.3
03/30/2012,1306.4,1313.8,1306.3,1312.0,1312.0
03/29/2012,1313.1,1313.6,1297.5,1305.4,1305.4
03/28/2012,1321.8,1323.3,1308.3,1312.4,1312.4
03/27/2012,1324.0,1331.6,1321.6,1322.3,1322.3
03/26/2012,1308.6,1324.5,1305.3,1323.4,1323.4
03/23/2012,1304.4,1309.1,1297.7,1308.3,1308.3
03/22/2012,1313.4,1315.5,1300.1,1304.3,1304.3
03/21/2012,1316.9,1319.0,1309.0,1312.4,1312.4
03/20/2012,1325.4,1325.8,1310.6,1316.7,1316.7
03/19/2012,1321.1,1328.3,1318.4,1325.7,1325.7
03/16/2012,1314.3,1322.3,1313.8,1321.0,1321.0
03/15/2012,1305.6,1315.8,1304.8,1314.4,1314.4
03/14/2012,1307.6,1311.8,1303.1,1305.7,1305.7
03/13/2012,1290.2,1308.6,1290.2,1308.6,1308.6
03/12/2012,1291.1,1291.9,1285.9,1289.6,1289.6
03/9/2012,1290.7,1295.3,1288.6,1291.9,1291.9
03/8/2012,1290.7,1290.9,1290.7,1290.8,1290.8
03/7/2012,1271.7,1271.9,1271.7,1271.8,1271.8
03/6/2012,1265.1,1265.4,1264.8,1265.3,1265.3
03/5/2012,1291.3,1291.4,1291.1,1291.4,1291.4
03/2/2012,1304.2,1305.9,1296.2,1298.5,1298.5
03/1/2012,1304.2,1304.5,1304.1,1304.2,1304.2
02/29/2012,1296.2,1296.2,1295.7,1295.8,1295.8
02/28/2012,1304.2,1304.8,1304.2,1304.8,1304.8
02/27/2012,1298.0,1298.6,1298.0,1298.5,1298.5
02/24/2012,1296.3,1302.9,1295.8,1300.6,1300.6
02/23/2012,1296.3,1296.3,1296.1,1296.3,1296.3
02/22/2012,1289.1,1289.2,1288.8,1288.9,1288.9
02/21/2012,1295.1,1297.4,1290.8,1294.6,1294.6
02/17/2012,1282.6,1291.4,1282.6,1288.1,1288.1
02/16/2012,1282.6,1282.9,1282.6,1282.7,1282.7
02/15/2012,1274.0,1274.0,1273.0,1273.2,1273.2
02/14/2012,1274.3,1274.4,1274.1,1274.1,1274.1
02/13/2012,1277.8,1277.8,1276.9,1277.0,1277.0
02/10/2012,1283.0,1283.1,1265.6,1269.7,1269.7
02/9/2012,1283.0,1283.1,1282.6,1282.6,1282.6
02/8/2012,1280.7,1280.7,1279.6,1280.4,1280.4
02/7/2012,1278.8,1279.0,1278.7,1278.7,1278.7
02/6/2012,1274.4,1274.4,1274.1,1274.2,1274.2
02/3/2012,1259.1,1274.7,1257.7,1273.7,1273.7
02/2/2012,1259.1,1259.1,1259.0,1259.1,1259.1
02/1/2012,1257.0,1257.5,1256.9,1257.4,1257.4
01/31/2012,1240.7,1240.7,1240.5,1240.6,1240.6
01/30/2012,1239.8,1239.8,1239.4,1239.5,1239.5
01/27/2012,1249.2,1251.3,1243.8,1246.0,1246.0
01/26/2012,1249.2,1249.7,1249.2,1249.5,1249.5
01/25/2012,1247.9,1248.1,1247.8,1247.9,1247.9
01/24/2012,1238.5,1238.9,1238.4,1238.9,1238.9
01/23/2012,1241.7,1242.3,1241.7,1242.2,1242.2
01/20/2012,1234.2,1237.4,1232.5,1235.6,1235.6
01/19/2012,1234.2,1234.7,1234.2,1234.4,1234.4
01/18/2012,1223.2,1224.0,1223.2,1223.9,1223.9
01/17/2012,1211.3,1211.3,1211.1,1211.3,1211.3
01/13/2012,1208.0,1213.3,1190.3,1201.1,1201.1
01/12/2012,1208.0,1208.2,1208.0,1208.1,1208.1
01/11/2012,1204.6,1204.9,1204.5,1204.9,1204.9
01/10/2012,1207.4,1208.1,1207.4,1207.8,1207.8
01/9/2012,1193.4,1193.9,1193.4,1193.9,1193.9
01/6/2012,1197.2,1198.1,1187.8,1191.7,1191.7
01/5/2012,1197.2,1197.2,1196.9,1197.1,1197.1
01/4/2012,1204.3,1204.3,1203.7,1203.8,1203.8
01/3/2012,1206.0,1206.7,1206.0,1206.6,1206.6
12/30/2011,1178.5,1185.6,1178.1,1182.6,1182.6
12/29/2011,1178.5,1178.8,1178.3,1178.6,1178.6
12/28/2011,1167.4,1167.5,1166.9,1167.0,1167.0
12/27/2011,1183.7,1183.7,1183.4,1183.5,1183.5
12/23/2011,1173.3,1182.2,1173.3,1182.2,1182.2
12/22/2011,1173.3,1173.8,1173.3,1173.7,1173.7
12/21/2011,1164.2,1164.2,1163.5,1163.7,1163.7
12/20/2011,1163.2,1164.1,1163.2,1164.0,1164.0
12/19/2011,1134.3,1134.8,1134.3,1134.7,1134.7
12/16/2011,1143.7,1153.8,1142.2,1146.5,1146.5
12/15/2011,1143.7,1144.1,1143.6,1144.1,1144.1
12/14/2011,1139.9,1140.0,1139.4,1139.7,1139.7
12/13/2011,1157.4,1157.6,1157.3,1157.5,1157.5
12/12/2011,1167.1,1167.3,1166.8,1166.9,1166.9
12/9/2011,1174.0,1190.0,1167.8,1187.3,1187.3
12/8/2011,1174.0,1174.1,1173.5,1173.5,1173.5
12/7/2011,1198.4,1198.4,1198.1,1198.1,1198.1
12/6/2011,1194.4,1195.2,1194.4,1195.0,1195.0
12/5/2011,1197.4,1197.4,1197.0,1197.2,1197.2
12/2/2011,1184.3,1198.0,1183.6,1187.6,1187.6
12/1/2011,1184.3,1184.5,1184.2,1184.4,1184.4
11/30/2011,1183.8,1185.2,1183.8,1185.0,1185.0
11/29/2011,1139.6,1139.6,1138.5,1138.9,1138.9
11/28/2011,1131.4,1131.8,1131.4,1131.7,1131.7
11/25/2011,1099.9,1107.7,1093.7,1097.8,1097.8
11/23/2011,1103.1,1103.3,1102.9,1103.2,1103.2
11/22/2011,1127.3,1127.5,1127.3,1127.5,1127.5
11/21/2011,1131.5,1131.5,1131.0,1131.0,1131.0
11/18/2011,1160.8,1164.2,1154.6,1157.5,1157.5
11/17/2011,1160.8,1160.8,1160.1,1160.2,1160.2
11/16/2011,1176.8,1176.9,1175.6,1175.8,1175.8
11/15/2011,1191.4,1191.7,1191.4,1191.5,1191.5
11/14/2011,1194.0,1194.1,1193.4,1193.8,1193.8
11/11/2011,1179.9,1207.8,1178.7,1205.5,1205.5
11/10/2011,1179.9,1180.1,1179.7,1180.1,1180.1
11/9/2011,1178.7,1178.7,1177.2,1177.3,1177.3
11/8/2011,1216.7,1217.0,1216.7,1217.0,1217.0
11/7/2011,1205.7,1205.9,1205.7,1205.9,1205.9
11/4/2011,1209.4,1215.3,1192.1,1203.1,1203.1
11/3/2011,1187.4,1210.5,1179.6,1206.8,1206.8
11/2/2011,1174.3,1193.7,1171.2,1189.3,1189.3
11/1/2011,1213.8,1213.8,1170.5,1174.8,1174.8
10/31/2011,1253.3,1253.7,1214.0,1217.3,1217.3
10/28/2011,1251.8,1257.2,1247.7,1254.2,1254.2
10/27/2011,1202.3,1257.6,1202.0,1250.8,1250.8
10/26/2011,1195.4,1208.7,1186.1,1200.4,1200.4
10/25/2011,1213.2,1214.0,1193.3,1195.8,1195.8
10/24/2011,1193.3,1214.9,1193.3,1211.9,1211.9
10/21/2011,1169.2,1194.7,1168.8,1194.3,1194.3
10/20/2011,1172.9,1173.1,1156.4,1166.9,1166.9
10/19/2011,1172.9,1172.9,1172.5,1172.6,1172.6
10/18/2011,1170.1,1185.3,1155.1,1177.5,1177.5
10/17/2011,1187.4,1195.8,1169.3,1171.8,1171.8
10/14/2011,1169.9,1188.2,1167.8,1186.4,1186.4
10/13/2011,1175.4,1179.4,1160.8,1169.2,1169.2
10/12/2011,1159.2,1183.0,1155.7,1175.7,1175.7
10/11/2011,1156.3,1161.7,1150.9,1159.3,1159.3
10/10/2011,1122.8,1156.8,1122.5,1156.5,1156.5
10/7/2011,1125.3,1137.1,1120.3,1126.2,1126.2
10/6/2011,1097.5,1126.0,1097.5,1123.8,1123.8
10/5/2011,1076.4,1099.2,1074.3,1096.2,1096.2
10/4/2011,1072.8,1077.4,1042.3,1074.5,1074.5
10/3/2011,1072.8,1072.8,1072.6,1072.7,1072.7
09/30/2011,1127.6,1129.3,1103.3,1104.1,1104.1
09/29/2011,1119.4,1140.7,1115.9,1129.7,1129.7
09/28/2011,1119.4,1119.5,1119.4,1119.5,1119.5
09/27/2011,1111.2,1151.5,1110.7,1140.2,1140.2
09/26/2011,1095.1,1111.3,1084.1,1109.4,1109.4
09/23/2011,1090.2,1098.2,1079.6,1094.9,1094.9
09/22/2011,1133.2,1133.2,1080.0,1089.3,1089.3
09/21/2011,1161.8,1163.1,1132.9,1137.2,1137.2
09/20/2011,1156.4,1172.1,1152.3,1161.9,1161.9
09/19/2011,1173.3,1173.8,1146.3,1156.5,1156.5
09/16/2011,1170.2,1183.3,1169.4,1176.0,1176.0
09/15/2011,1147.2,1170.7,1147.2,1169.5,1169.5
09/14/2011,1134.9,1155.1,1126.5,1145.1,1145.1
09/13/2011,1123.4,1138.3,1118.6,1134.7,1134.7
09/12/2011,1132.5,1132.5,1107.3,1122.7,1122.7
09/9/2011,1166.2,1168.6,1130.8,1134.7,1134.7
09/8/2011,1174.9,1180.6,1164.7,1169.6,1169.6
09/7/2011,1140.6,1175.2,1140.6,1173.4,1173.4
09/6/2011,1152.5,1157.8,1125.7,1141.9,1141.9
09/2/2011,1202.8,1202.9,1172.4,1175.3,1175.3
09/1/2011,1210.8,1218.7,1203.2,1203.2,1203.2
08/31/2011,1196.6,1218.3,1195.7,1211.2,1211.2
08/30/2011,1191.1,1201.1,1182.9,1196.2,1196.2
08/29/2011,1166.4,1191.2,1165.9,1190.9,1190.9
08/26/2011,1155.4,1168.8,1135.3,1163.0,1163.0
08/25/2011,1167.8,1178.8,1152.3,1154.6,1154.6
08/24/2011,1158.4,1172.4,1154.1,1168.6,1168.6
08/23/2011,1130.4,1158.5,1130.4,1157.8,1157.8
08/22/2011,1128.8,1149.1,1124.6,1131.3,1131.3
08/19/2011,1147.0,1154.7,1128.9,1131.7,1131.7
08/18/2011,1199.5,1199.5,1141.4,1147.9,1147.9
08/17/2011,1196.0,1211.9,1191.0,1200.3,1200.3
08/16/2011,1204.4,1205.3,1189.1,1196.6,1196.6
08/15/2011,1182.5,1204.8,1182.5,1204.8,1204.8
08/12/2011,1166.3,1187.7,1159.6,1180.8,1180.8
08/11/2011,1128.4,1173.6,1120.7,1166.5,1166.5
08/10/2011,1171.6,1179.4,1127.5,1130.3,1130.3
08/9/2011,1132.3,1170.9,1113.2,1164.9,1164.9
08/8/2011,1195.9,1197.8,1132.6,1132.9,1132.9
08/5/2011,1205.8,1213.5,1175.9,1194.1,1194.1
08/4/2011,1264.0,1264.1,1206.0,1208.4,1208.4
08/3/2011,1266.6,1266.6,1245.5,1262.7,1262.7
08/2/2011,1296.2,1296.8,1268.9,1269.4,1269.4
08/1/2011,1305.9,1319.4,1290.6,1297.2,1297.2
07/29/2011,1313.0,1314.9,1296.2,1306.1,1306.1
07/28/2011,1318.1,1321.2,1309.8,1312.6,1312.6
07/27/2011,1342.4,1343.4,1317.4,1319.0,1319.0
07/26/2011,1341.4,1349.0,1338.9,1342.4,1342.4
07/25/2011,1348.0,1348.0,1336.8,1340.9,1340.9
07/22/2011,1344.3,1351.1,1341.1,1348.7,1348.7
07/21/2011,1325.5,1346.3,1319.2,1343.7,1343.7
07/20/2011,1315.4,1327.1,1315.4,1324.1,1324.1
07/19/2011,1299.5,1316.5,1297.4,1316.5,1316.5
07/18/2011,1313.8,1313.8,1292.3,1297.0,1297.0
07/15/2011,1311.7,1315.7,1305.6,1313.2,1313.2
07/14/2011,1324.0,1325.3,1309.2,1310.8,1310.8
07/13/2011,1308.0,1328.9,1307.5,1320.3,1320.3
07/12/2011,1315.6,1316.5,1297.2,1307.3,1307.3
07/11/2011,1341.6,1341.9,1312.7,1314.8,1314.8
07/8/2011,1352.3,1354.5,1336.3,1343.1,1343.1
07/7/2011,1342.9,1354.1,1341.1,1352.4,1352.4
07/6/2011,1345.3,1347.8,1335.4,1342.0,1342.0
07/5/2011,1349.0,1349.1,1342.9,1345.9,1345.9
07/1/2011,1330.6,1346.1,1329.3,1343.8,1343.8
06/30/2011,1316.2,1332.7,1316.2,1331.2,1331.2
06/29/2011,1296.3,1316.4,1296.3,1314.0,1314.0
06/28/2011,1282.6,1296.8,1281.3,1296.4,1296.4
06/27/2011,1274.7,1283.8,1270.2,1281.8,1281.8
06/24/2011,1284.2,1293.0,1274.5,1275.4,1275.4
06/23/2011,1296.2,1296.2,1268.8,1281.6,1281.6
06/22/2011,1301.8,1306.9,1296.7,1299.5,1299.5
06/21/2011,1282.8,1304.1,1282.4,1301.8,1301.8
06/20/2011,1279.4,1282.6,1271.7,1281.6,1281.6
06/17/2011,1275.4,1286.6,1268.5,1280.6,1280.6
06/16/2011,1280.5,1280.5,1267.6,1273.6,1273.6
06/15/2011,1304.8,1305.4,1277.3,1284.0,1284.0
06/14/2011,1289.7,1308.2,1288.4,1305.8,1305.8
06/13/2011,1287.7,1293.6,1284.2,1288.5,1288.5
06/10/2011,1308.3,1310.7,1286.1,1288.5,1288.5
06/9/2011,1302.0,1311.0,1299.4,1307.9,1307.9
06/8/2011,1311.8,1312.2,1300.2,1301.8,1301.8
06/7/2011,1309.9,1319.5,1308.5,1311.9,1311.9
06/6/2011,1322.9,1322.9,1308.2,1309.8,1309.8
06/3/2011,1326.9,1328.0,1314.1,1320.1,1320.1
06/2/2011,1331.2,1332.1,1320.5,1325.4,1325.4
06/1/2011,1355.6,1357.0,1332.1,1335.6,1335.6
05/31/2011,1340.1,1356.5,1339.8,1354.6,1354.6
05/27/2011,1328.8,1341.6,1327.6,1338.5,1338.5
05/26/2011,1320.2,1330.0,1319.3,1327.0,1327.0
05/25/2011,1315.8,1323.6,1310.1,1320.3,1320.3
05/24/2011,1312.6,1322.0,1311.9,1315.8,1315.8
05/23/2011,1335.8,1335.8,1310.8,1313.7,1313.7
05/20/2011,1348.3,1351.3,1333.5,1336.7,1336.7
05/19/2011,1342.0,1350.1,1341.2,1345.7,1345.7
05/18/2011,1332.0,1343.5,1331.7,1342.0,1342.0
05/17/2011,1334.0,1335.9,1322.6,1329.3,1329.3
05/16/2011,1339.7,1345.3,1332.1,1336.7,1336.7
05/13/2011,1352.0,1357.6,1337.3,1343.2,1343.2
05/12/2011,1354.3,1354.9,1339.1,1351.1,1351.1
05/11/2011,1367.2,1372.3,1350.7,1357.3,1357.3
05/10/2011,1358.2,1368.8,1355.1,1366.4,1366.4
05/9/2011,1356.3,1359.0,1348.1,1353.8,1353.8
05/6/2011,1353.4,1367.2,1348.6,1359.3,1359.3
05/5/2011,1369.5,1373.1,1349.2,1355.4,1355.4
05/4/2011,1382.3,1382.3,1366.3,1371.4,1371.4
05/3/2011,1388.6,1389.8,1377.8,1383.0,1383.0
05/2/2011,1389.8,1397.6,1387.4,1391.9,1391.9
04/29/2011,1385.1,1390.2,1383.3,1388.6,1388.6
04/28/2011,1376.8,1385.6,1376.8,1384.9,1384.9
04/27/2011,1369.9,1378.0,1364.6,1371.4,1371.4
04/26/2011,1357.8,1368.5,1355.0,1366.7,1366.7
04/25/2011,1360.8,1361.5,1355.2,1357.5,1357.5
04/21/2011,1351.3,1360.9,1351.3,1360.9,1360.9
04/20/2011,1325.3,1352.6,1325.3,1350.2,1350.2
04/19/2011,1318.1,1325.0,1314.5,1324.4,1324.4
04/18/2011,1338.3,1338.7,1309.1,1316.9,1316.9
04/15/2011,1336.4,1340.7,1333.1,1338.0,1338.0
04/14/2011,1337.7,1340.4,1327.4,1336.5,1336.5
04/13/2011,1333.4,1343.2,1332.3,1338.8,1338.8
04/12/2011,1346.2,1346.2,1329.6,1333.8,1333.8
04/11/2011,1352.0,1355.0,1345.1,1348.7,1348.7
04/8/2011,1345.2,1357.5,1344.4,1351.4,1351.4
04/7/2011,1349.0,1351.8,1342.0,1345.2,1345.2
04/6/2011,1343.7,1351.4,1341.9,1348.9,1348.9
04/5/2011,1344.1,1346.9,1338.8,1343.6,1343.6
04/4/2011,1344.8,1349.1,1342.6,1345.6,1345.6
04/1/2011,1333.7,1346.6,1333.1,1341.4,1341.4
03/31/2011,1336.5,1340.5,1333.9,1334.9,1334.9
03/30/2011,1325.1,1338.7,1324.9,1336.0,1336.0
03/29/2011,1320.4,1325.0,1312.8,1323.8,1323.8
03/28/2011,1321.9,1328.3,1320.8,1321.6,1321.6
03/25/2011,1323.0,1329.7,1321.6,1325.8,1325.8
03/24/2011,1311.5,1324.0,1308.6,1324.0,1324.0
03/23/2011,1310.1,1313.8,1301.4,1311.6,1311.6
03/22/2011,1307.9,1316.6,1307.9,1311.0,1311.0
03/21/2011,1288.8,1309.3,1287.9,1307.4,1307.4
03/18/2011,1279.2,1294.7,1278.2,1287.1,1287.1
03/17/2011,1262.7,1282.9,1255.4,1279.7,1279.7
03/16/2011,1262.7,1262.8,1262.5,1262.6,1262.6
03/15/2011,1301.8,1302.0,1251.3,1271.9,1271.9
03/14/2011,1318.3,1318.6,1294.8,1301.3,1301.3
03/11/2011,1314.0,1319.4,1306.6,1315.1,1315.1
03/10/2011,1314.0,1314.0,1313.5,1313.7,1313.7
03/9/2011,1339.1,1339.3,1339.1,1339.1,1339.1
03/8/2011,1341.2,1341.2,1341.0,1341.0,1341.0
03/7/2011,1337.0,1337.1,1336.5,1336.7,1336.7
03/4/2011,1352.5,1357.1,1343.7,1348.4,1348.4
03/3/2011,1352.5,1352.8,1352.4,1352.7,1352.7
03/2/2011,1337.4,1337.6,1337.4,1337.4,1337.4
03/1/2011,1339.6,1339.7,1338.9,1339.1,1339.1
02/28/2011,1352.2,1352.7,1352.2,1352.6,1352.6
02/25/2011,1327.3,1342.2,1327.3,1341.3,1341.3
02/24/2011,1327.3,1327.5,1327.3,1327.4,1327.4
02/23/2011,1330.1,1330.1,1329.7,1329.8,1329.8
02/22/2011,1337.2,1337.6,1337.1,1337.5,1337.5
02/18/2011,1360.3,1365.1,1357.4,1362.6,1362.6
02/17/2011,1360.3,1360.9,1360.2,1360.7,1360.7
02/16/2011,1354.1,1354.5,1354.1,1354.4,1354.4
02/15/2011,1343.5,1343.5,1343.4,1343.5,1343.5
02/14/2011,1345.8,1345.9,1345.6,1345.7,1345.7
02/11/2011,1337.4,1342.7,1330.8,1341.0,1341.0
02/10/2011,1337.4,1337.4,1337.1,1337.1,1337.1
02/9/2011,1342.7,1342.8,1342.7,1342.8,1342.8
02/8/2011,1345.0,1345.5,1345.0,1345.4,1345.4
02/7/2011,1339.9,1340.1,1339.9,1340.0,1340.0
02/4/2011,1330.4,1334.5,1326.0,1331.7,1331.7
02/3/2011,1330.4,1330.5,1330.3,1330.4,1330.4
02/2/2011,1332.9,1333.0,1332.9,1332.9,1332.9
02/1/2011,1331.5,1331.8,1331.5,1331.8,1331.8
01/31/2011,1301.1,1308.9,1295.3,1308.1,1308.1
01/28/2011,1320.7,1321.7,1300.9,1302.1,1302.1
01/27/2011,1318.8,1323.9,1315.8,1321.1,1321.1
01/26/2011,1318.8,1318.8,1318.7,1318.7,1318.7
01/25/2011,1311.5,1311.6,1311.4,1311.5,1311.5
01/24/2011,1311.4,1311.8,1311.3,1311.5,1311.5
01/21/2011,1296.9,1309.7,1293.8,1302.5,1302.5
01/20/2011,1296.9,1297.0,1296.8,1296.8,1296.8
01/19/2011,1307.7,1307.8,1307.5,1307.7,1307.7
01/18/2011,1316.1,1316.2,1315.6,1315.6,1315.6
01/14/2011,1305.3,1309.2,1298.9,1309.0,1309.0
01/13/2011,1305.3,1305.6,1305.3,1305.5,1305.5
01/12/2011,1300.9,1301.1,1300.9,1301.1,1301.1
01/11/2011,1275.5,1285.2,1274.1,1282.2,1282.2
01/10/2011,1279.0,1280.3,1269.5,1275.6,1275.6
01/7/2011,1282.9,1285.8,1274.3,1281.4,1281.4
01/6/2011,1282.9,1283.0,1282.9,1283.0,1283.0
01/5/2011,1285.7,1285.8,1285.6,1285.7,1285.7
01/4/2011,1289.0,1289.1,1288.9,1289.1,1289.1
01/3/2011,1287.6,1287.7,1287.5,1287.7,1287.7
12/31/2010,1277.7,1280.2,1275.9,1280.1,1280.1
12/30/2010,1277.7,1277.8,1277.7,1277.8,1277.8
12/29/2010,1274.4,1283.7,1273.7,1279.1,1279.1
12/28/2010,1274.7,1279.5,1273.5,1275.5,1275.5
12/27/2010,1273.0,1276.4,1269.6,1272.9,1272.9
12/23/2010,1273.8,1276.4,1272.2,1273.5,1273.5
12/22/2010,1273.8,1274.0,1273.8,1273.9,1273.9
12/21/2010,1270.6,1270.7,1270.6,1270.6,1270.6
12/20/2010,1258.7,1263.9,1256.9,1259.8,1259.8
12/17/2010,1262.2,1265.2,1254.8,1257.8,1257.8
12/16/2010,1262.2,1262.3,1262.2,1262.2,1262.2
12/15/2010,1256.2,1256.2,1256.2,1256.2,1256.2
12/14/2010,1267.5,1267.5,1267.3,1267.4,1267.4
12/13/2010,1256.1,1270.1,1255.9,1265.3,1265.3
12/10/2010,1252.9,1257.2,1250.6,1256.5,1256.5
12/9/2010,1252.9,1253.2,1252.9,1253.1,1253.1
12/8/2010,1248.4,1248.4,1248.3,1248.3,1248.3
12/7/2010,1246.2,1246.2,1246.1,1246.1,1246.1
12/6/2010,1245.5,1245.6,1245.2,1245.3,1245.3
12/3/2010,1239.1,1248.9,1238.6,1247.2,1247.2
12/2/2010,1239.1,1239.3,1239.1,1239.2,1239.2
12/1/2010,1218.5,1218.9,1218.5,1218.9,1218.9
11/30/2010,1192.9,1193.1,1192.8,1193.0,1193.0
11/29/2010,1202.3,1202.4,1202.2,1202.2,1202.2
11/26/2010,1223.0,1223.4,1208.1,1210.4,1210.4
11/24/2010,1221.1,1221.2,1221.1,1221.1,1221.1
11/23/2010,1208.4,1208.4,1208.1,1208.3,1208.3
11/22/2010,1232.3,1232.4,1232.1,1232.1,1232.1
11/19/2010,1235.8,1237.2,1226.3,1235.3,1235.3
11/18/2010,1235.8,1235.9,1235.8,1235.8,1235.8
11/17/2010,1213.8,1214.1,1213.8,1214.1,1214.1
11/16/2010,1210.7,1210.8,1210.1,1210.5,1210.5
11/15/2010,1234.7,1234.8,1234.6,1234.6,1234.6
11/12/2010,1247.7,1248.0,1231.7,1236.3,1236.3
11/11/2010,1247.7,1247.7,1247.4,1247.5,1247.5
11/10/2010,1253.8,1253.8,1253.5,1253.7,1253.7
11/9/2010,1261.6,1268.4,1249.1,1258.8,1258.8
11/8/2010,1261.6,1261.8,1261.5,1261.7,1261.7
11/5/2010,1263.4,1269.1,1260.5,1264.7,1264.7
11/4/2010,1237.0,1263.7,1237.0,1263.4,1263.4
11/3/2010,1234.5,1237.6,1225.6,1233.9,1233.9
11/2/2010,1223.6,1235.9,1222.7,1234.0,1234.0
11/1/2010,1224.3,1231.7,1219.3,1223.3,1223.3
10/29/2010,1221.9,1224.2,1216.0,1222.2,1222.2
10/28/2010,1214.3,1225.8,1214.2,1221.3,1221.3
10/27/2010,1223.2,1223.9,1207.1,1213.9,1213.9
10/26/2010,1228.2,1229.4,1216.4,1223.8,1223.8
10/25/2010,1223.4,1238.0,1223.3,1229.7,1229.7
10/22/2010,1222.1,1226.0,1219.6,1223.0,1223.0
10/21/2010,1221.7,1231.3,1216.7,1224.9,1224.9
10/20/2010,1208.1,1224.6,1204.6,1221.9,1221.9
10/19/2010,1226.8,1229.6,1204.0,1208.8,1208.8
10/18/2010,1222.2,1228.9,1215.7,1227.9,1227.9
10/15/2010,1225.3,1229.4,1215.9,1223.4,1223.4
10/14/2010,1222.8,1233.6,1221.0,1226.1,1226.1
10/13/2010,1209.6,1226.1,1209.6,1222.1,1222.1
10/12/2010,1210.1,1210.9,1197.3,1207.8,1207.8
10/11/2010,1211.4,1213.9,1208.0,1210.4,1210.4
10/8/2010,1205.3,1211.4,1199.3,1209.8,1209.8
10/7/2010,1205.4,1212.3,1199.9,1206.4,1206.4
10/6/2010,1198.7,1207.5,1198.7,1205.3,1205.3
10/5/2010,1174.9,1200.1,1172.5,1199.0,1199.0
10/4/2010,1184.8,1185.5,1172.4,1175.3,1175.3
10/1/2010,1177.5,1189.1,1177.5,1184.2,1184.2
09/30/2010,1184.1,1192.7,1174.2,1179.2,1179.2
09/29/2010,1184.8,1190.5,1180.0,1184.0,1184.0
09/28/2010,1179.5,1186.4,1169.7,1184.1,1184.1
09/27/2010,1179.5,1179.5,1179.3,1179.3,1179.3
09/24/2010,1161.5,1183.4,1159.0,1183.0,1183.0
09/23/2010,1169.7,1172.5,1158.7,1163.3,1163.3
09/22/2010,1173.6,1179.6,1167.4,1170.6,1170.6
09/21/2010,1171.1,1178.5,1167.1,1169.5,1169.5
09/20/2010,1156.0,1172.2,1155.8,1171.6,1171.6
09/17/2010,1156.0,1164.3,1154.3,1156.1,1156.1
09/16/2010,1159.7,1160.1,1152.6,1157.1,1157.1
09/15/2010,1158.2,1159.6,1150.3,1159.2,1159.2
09/14/2010,1154.1,1162.9,1150.1,1158.2,1158.2
09/13/2010,1141.1,1155.4,1141.1,1154.5,1154.5
09/10/2010,1134.7,1139.6,1134.0,1139.0,1139.0
09/9/2010,1128.1,1140.5,1127.2,1136.7,1136.7
09/8/2010,1123.2,1131.7,1118.5,1128.6,1128.6
09/7/2010,1134.9,1135.5,1122.8,1123.7,1123.7
09/3/2010,1118.7,1133.5,1118.7,1131.5,1131.5
09/2/2010,1111.0,1119.3,1110.9,1119.2,1119.2
09/1/2010,1080.0,1111.9,1079.6,1111.5,1111.5
08/31/2010,1082.7,1083.8,1071.8,1080.7,1080.7
08/30/2010,1091.4,1094.1,1082.8,1083.6,1083.6
08/27/2010,1075.3,1090.3,1070.4,1089.2,1089.2
08/26/2010,1075.3,1086.4,1074.7,1077.3,1077.3
08/25/2010,1077.6,1077.9,1064.1,1073.8,1073.8
08/24/2010,1092.4,1092.4,1071.9,1079.0,1079.0
08/23/2010,1072.6,1073.6,1067.1,1068.5,1068.5
08/20/2010,1103.7,1104.0,1089.5,1093.8,1093.8
08/19/2010,1118.3,1123.3,1102.3,1106.9,1106.9
08/18/2010,1118.6,1123.4,1114.6,1119.7,1119.7
08/17/2010,1105.8,1123.4,1104.5,1118.9,1118.9
08/16/2010,1103.5,1108.5,1097.2,1106.2,1106.2
08/13/2010,1106.0,1111.8,1103.1,1103.6,1103.6
08/12/2010,1110.7,1113.3,1100.7,1106.1,1106.1
08/11/2010,1147.2,1147.2,1111.9,1112.8,1112.8
08/10/2010,1156.7,1157.4,1138.1,1145.4,1145.4
08/9/2010,1151.7,1158.2,1150.4,1158.2,1158.2
08/6/2010,1153.9,1157.2,1143.5,1152.3,1152.3
08/5/2010,1153.7,1159.0,1149.1,1153.0,1153.0
08/4/2010,1152.8,1156.2,1146.5,1152.5,1152.5
08/3/2010,1152.9,1156.1,1147.6,1153.0,1153.0
08/2/2010,1126.1,1152.5,1126.1,1152.2,1152.2
07/30/2010,1128.1,1129.5,1114.4,1124.8,1124.8
07/29/2010,1129.1,1140.6,1122.6,1128.2,1128.2
07/28/2010,1132.1,1137.2,1126.7,1129.3,1129.3
07/27/2010,1130.9,1137.7,1126.8,1130.9,1130.9
07/26/2010,1119.9,1131.5,1118.8,1129.8,1129.8
07/23/2010,1110.5,1120.1,1106.8,1117.4,1117.4
07/22/2010,1086.6,1112.3,1085.4,1110.1,1110.1
07/21/2010,1095.7,1101.5,1084.1,1088.4,1088.4
07/20/2010,1087.8,1094.6,1075.7,1093.5,1093.5
07/19/2010,1087.5,1093.8,1082.6,1089.3,1089.3
07/16/2010,1113.3,1115.1,1087.6,1089.9,1089.9
